03-10-21 21:54:54 - Dataset Loaded
03-10-21 21:54:54 - Configuration:
Namespace(TransferH=False, alpha=1.0, batch_size=64, beam_width=12, bidirectional=False, coco_path='./UMT_data/coco_new', config='Configs/mbart_wcons.yml', cpu=False, dataset='coco', decode_how='beam', device=device(type='cuda'), do_eval=True, do_train=True, dropout=0.1, embedding_dim=1024, eval_mode=False, fix_bhd=False, fix_spk=False, grad_clip=1.0, hard=True, has_vocab_constraint=True, hidden_dim=512, image_dim=2048, l2='jp', loss_type='xent', lr=5e-07, max_global_step=30000, model_name='mbart', n_gpu=1, no_share_bhd=False, no_terminal=False, no_write=False, norm_pow=0.0, num_distractors_train=3, num_distractors_valid=3, num_games=30000, num_layers=1, output_dir='mbart_wcons', pretrain_spk=False, print_every=50, re_load=False, sample_how='gumbel', save_every=4000, save_pretrain_seperately=True, seed=42, seq_len=15, source_lang='en_XX', source_lang_vocab_constrain_file='./UMT_data/cc/en_europarl_count_dict.json', stop_after=30, target_acc=85.0, target_lang='ja_XX', target_lang_vocab_constrain_file='./UMT_data/cc/ja_smaller_count_dict.json', temp=1.0, temperature=1.0, translate_every=2000, two_ffwd=False, unit_norm=False, valid_batch_size=128, valid_every=500, vocab_size=4035)
Sharing visual system for each agent.
03-10-21 21:55:21 - IN    : 612951040 params
03-10-21 21:55:21 - OUT   : 0 params
03-10-21 21:55:21 - TOTAL : 612951040 params
03-10-21 21:56:33 - epoch     0 train | loss 1.6765| prediction accuracy 26.03%| average message length 15.0000 |
03-11-21 07:37:11 - epoch 21000 valid | loss 0.1360| prediction accuracy 95.34%| average message length 15.0000 |
03-11-21 07:37:11 - Saving model to mbart_wcons
Epoch : 26 Prediction Accuracy = 95.34235668789809 Saved to Path : mbart_wcons
03-11-21 07:39:28 - epoch    26 train | loss 0.1387| prediction accuracy 94.94%| average message length 15.0000 |
03-11-21 07:40:38 - epoch    27 train | loss 0.1407| prediction accuracy 94.97%| average message length 15.0000 |
03-11-21 07:41:48 - epoch    27 train | loss 0.1568| prediction accuracy 94.12%| average message length 15.0000 |
03-11-21 07:42:58 - epoch    27 train | loss 0.1389| prediction accuracy 95.09%| average message length 15.0000 |
03-11-21 07:44:08 - epoch    27 train | loss 0.1433| prediction accuracy 95.19%| average message length 15.0000 |
03-11-21 07:45:18 - epoch    27 train | loss 0.1371| prediction accuracy 95.09%| average message length 15.0000 |
03-11-21 07:46:28 - epoch    27 train | loss 0.1446| prediction accuracy 94.56%| average message length 15.0000 |
03-11-21 07:47:38 - epoch    27 train | loss 0.1372| prediction accuracy 95.28%| average message length 15.0000 |
03-11-21 07:48:48 - epoch    27 train | loss 0.1383| prediction accuracy 95.16%| average message length 15.0000 |
03-11-21 07:49:58 - epoch    27 train | loss 0.1631| prediction accuracy 94.19%| average message length 15.0000 |
03-11-21 07:51:20 - epoch 21500 valid | loss 0.1378| prediction accuracy 95.07%| average message length 15.0000 |
03-11-21 07:52:30 - epoch    27 train | loss 0.1366| prediction accuracy 95.19%| average message length 15.0000 |
03-11-21 07:53:40 - epoch    27 train | loss 0.1515| prediction accuracy 94.34%| average message length 15.0000 |
03-11-21 07:54:50 - epoch    27 train | loss 0.1437| prediction accuracy 94.62%| average message length 15.0000 |
03-11-21 07:56:00 - epoch    27 train | loss 0.1420| prediction accuracy 94.97%| average message length 15.0000 |
03-11-21 07:57:10 - epoch    27 train | loss 0.1327| prediction accuracy 95.12%| average message length 15.0000 |
03-11-21 07:58:20 - epoch    27 train | loss 0.1273| prediction accuracy 95.53%| average message length 15.0000 |
03-11-21 07:59:30 - epoch    27 train | loss 0.1429| prediction accuracy 94.81%| average message length 15.0000 |
03-11-21 08:00:40 - epoch    28 train | loss 0.1333| prediction accuracy 95.31%| average message length 15.0000 |
03-11-21 08:01:50 - epoch    28 train | loss 0.1420| prediction accuracy 94.97%| average message length 15.0000 |
03-11-21 08:03:00 - epoch    28 train | loss 0.1337| prediction accuracy 95.31%| average message length 15.0000 |
03-11-21 08:04:22 - epoch 22000 valid | loss 0.1260| prediction accuracy 95.62%| average message length 15.0000 |
03-11-21 08:04:22 - Saving model to mbart_wcons
Epoch : 28 Prediction Accuracy = 95.62101910828025 Saved to Path : mbart_wcons
03-11-21 08:06:43 - epoch    28 train | loss 0.1411| prediction accuracy 94.97%| average message length 15.0000 |
03-11-21 08:07:57 - epoch    28 train | loss 0.1338| prediction accuracy 95.22%| average message length 15.0000 |
03-11-21 08:09:12 - epoch    28 train | loss 0.1413| prediction accuracy 95.06%| average message length 15.0000 |
03-11-21 08:10:27 - epoch    28 train | loss 0.1485| prediction accuracy 94.22%| average message length 15.0000 |
03-11-21 08:11:42 - epoch    28 train | loss 0.1400| prediction accuracy 94.97%| average message length 15.0000 |
03-11-21 08:12:56 - epoch    28 train | loss 0.1381| prediction accuracy 94.59%| average message length 15.0000 |
03-11-21 08:14:11 - epoch    28 train | loss 0.1412| prediction accuracy 94.62%| average message length 15.0000 |
03-11-21 08:15:26 - epoch    28 train | loss 0.1496| prediction accuracy 94.44%| average message length 15.0000 |
03-11-21 08:16:40 - epoch    28 train | loss 0.1345| prediction accuracy 94.78%| average message length 15.0000 |
03-11-21 08:17:55 - epoch    28 train | loss 0.1377| prediction accuracy 95.00%| average message length 15.0000 |
03-11-21 08:19:26 - epoch 22500 valid | loss 0.1309| prediction accuracy 95.33%| average message length 15.0000 |
03-11-21 08:20:40 - epoch    28 train | loss 0.1241| prediction accuracy 95.22%| average message length 15.0000 |
03-11-21 08:21:55 - epoch    28 train | loss 0.1450| prediction accuracy 94.50%| average message length 15.0000 |
03-11-21 08:23:10 - epoch    29 train | loss 0.1345| prediction accuracy 95.09%| average message length 15.0000 |
03-11-21 08:24:25 - epoch    29 train | loss 0.1358| prediction accuracy 95.16%| average message length 15.0000 |
03-11-21 08:25:39 - epoch    29 train | loss 0.1192| prediction accuracy 96.03%| average message length 15.0000 |
03-11-21 08:26:54 - epoch    29 train | loss 0.1367| prediction accuracy 95.22%| average message length 15.0000 |
03-11-21 08:28:09 - epoch    29 train | loss 0.1416| prediction accuracy 94.62%| average message length 15.0000 |
03-11-21 08:29:24 - epoch    29 train | loss 0.1380| prediction accuracy 94.97%| average message length 15.0000 |
03-11-21 08:30:38 - epoch    29 train | loss 0.1393| prediction accuracy 95.06%| average message length 15.0000 |
03-11-21 08:31:53 - epoch    29 train | loss 0.1498| prediction accuracy 94.16%| average message length 15.0000 |
03-11-21 08:33:24 - epoch 23000 valid | loss 0.1261| prediction accuracy 95.52%| average message length 15.0000 |
03-11-21 08:34:38 - epoch    29 train | loss 0.1419| prediction accuracy 95.03%| average message length 15.0000 |
03-11-21 08:35:53 - epoch    29 train | loss 0.1425| prediction accuracy 94.78%| average message length 15.0000 |
03-11-21 08:37:08 - epoch    29 train | loss 0.1305| prediction accuracy 95.53%| average message length 15.0000 |
03-11-21 08:38:23 - epoch    29 train | loss 0.1275| prediction accuracy 95.56%| average message length 15.0000 |
03-11-21 08:39:38 - epoch    29 train | loss 0.1363| prediction accuracy 94.44%| average message length 15.0000 |
03-11-21 08:40:52 - epoch    29 train | loss 0.1448| prediction accuracy 95.03%| average message length 15.0000 |
03-11-21 08:42:07 - epoch    29 train | loss 0.1411| prediction accuracy 94.84%| average message length 15.0000 |
03-11-21 08:43:22 - epoch    29 train | loss 0.1359| prediction accuracy 94.88%| average message length 15.0000 |
03-11-21 08:44:37 - epoch    30 train | loss 0.1253| prediction accuracy 95.59%| average message length 15.0000 |
03-11-21 08:45:52 - epoch    30 train | loss 0.1423| prediction accuracy 94.62%| average message length 15.0000 |
03-11-21 08:47:22 - epoch 23500 valid | loss 0.1213| prediction accuracy 95.75%| average message length 15.0000 |
03-11-21 08:47:22 - Saving model to mbart_wcons
Epoch : 30 Prediction Accuracy = 95.75039808917198 Saved to Path : mbart_wcons
03-11-21 08:49:37 - epoch    30 train | loss 0.1209| prediction accuracy 95.62%| average message length 15.0000 |
03-11-21 08:50:46 - epoch    30 train | loss 0.1212| prediction accuracy 95.72%| average message length 15.0000 |
03-11-21 08:51:54 - epoch    30 train | loss 0.1194| prediction accuracy 95.59%| average message length 15.0000 |
03-11-21 08:53:02 - epoch    30 train | loss 0.1295| prediction accuracy 95.22%| average message length 15.0000 |
03-11-21 08:54:11 - epoch    30 train | loss 0.1352| prediction accuracy 95.28%| average message length 15.0000 |
03-11-21 08:55:19 - epoch    30 train | loss 0.1202| prediction accuracy 95.66%| average message length 15.0000 |
03-11-21 08:56:28 - epoch    30 train | loss 0.1257| prediction accuracy 95.62%| average message length 15.0000 |
03-11-21 08:57:36 - epoch    30 train | loss 0.1262| prediction accuracy 95.38%| average message length 15.0000 |
03-11-21 08:58:45 - epoch    30 train | loss 0.1293| prediction accuracy 95.53%| average message length 15.0000 |
03-11-21 08:59:53 - epoch    30 train | loss 0.1321| prediction accuracy 94.81%| average message length 15.0000 |
03-11-21 09:01:16 - epoch 24000 valid | loss 0.1166| prediction accuracy 95.93%| average message length 15.0000 |
03-11-21 09:01:16 - Saving model to mbart_wcons
Epoch : 30 Prediction Accuracy = 95.92953821656052 Saved to Path : mbart_wcons
03-11-21 09:03:30 - epoch    30 train | loss 0.1380| prediction accuracy 94.69%| average message length 15.0000 |
03-11-21 09:04:40 - epoch    30 train | loss 0.1175| prediction accuracy 96.03%| average message length 15.0000 |
03-11-21 09:05:50 - epoch    30 train | loss 0.1201| prediction accuracy 95.84%| average message length 15.0000 |
03-11-21 09:07:00 - epoch    30 train | loss 0.1257| prediction accuracy 95.44%| average message length 15.0000 |
03-11-21 09:08:10 - epoch    31 train | loss 0.1187| prediction accuracy 95.69%| average message length 15.0000 |
03-11-21 09:09:20 - epoch    31 train | loss 0.1171| prediction accuracy 95.59%| average message length 15.0000 |
03-11-21 09:10:30 - epoch    31 train | loss 0.1244| prediction accuracy 95.72%| average message length 15.0000 |
03-11-21 09:11:40 - epoch    31 train | loss 0.1276| prediction accuracy 95.69%| average message length 15.0000 |
03-11-21 09:12:50 - epoch    31 train | loss 0.1308| prediction accuracy 95.12%| average message length 15.0000 |
03-11-21 09:14:00 - epoch    31 train | loss 0.1410| prediction accuracy 94.53%| average message length 15.0000 |
03-11-21 09:15:23 - epoch 24500 valid | loss 0.1234| prediction accuracy 95.68%| average message length 15.0000 |
03-11-21 09:16:33 - epoch    31 train | loss 0.1329| prediction accuracy 95.09%| average message length 15.0000 |
03-11-21 09:17:43 - epoch    31 train | loss 0.1488| prediction accuracy 94.41%| average message length 15.0000 |
03-11-21 09:18:53 - epoch    31 train | loss 0.1184| prediction accuracy 95.75%| average message length 15.0000 |
03-11-21 09:20:03 - epoch    31 train | loss 0.1279| prediction accuracy 95.47%| average message length 15.0000 |
03-11-21 09:21:13 - epoch    31 train | loss 0.1274| prediction accuracy 95.66%| average message length 15.0000 |
03-11-21 09:22:23 - epoch    31 train | loss 0.1205| prediction accuracy 95.66%| average message length 15.0000 |
03-11-21 09:23:33 - epoch    31 train | loss 0.1287| prediction accuracy 95.16%| average message length 15.0000 |
03-11-21 09:24:43 - epoch    31 train | loss 0.1293| prediction accuracy 95.66%| average message length 15.0000 |
03-11-21 09:25:53 - epoch    31 train | loss 0.1126| prediction accuracy 96.06%| average message length 15.0000 |
03-11-21 09:27:03 - epoch    32 train | loss 0.1218| prediction accuracy 95.62%| average message length 15.0000 |
03-11-21 09:28:26 - epoch 25000 valid | loss 0.1125| prediction accuracy 96.00%| average message length 15.0000 |
03-11-21 09:28:26 - Saving model to mbart_wcons
Epoch : 32 Prediction Accuracy = 95.99920382165605 Saved to Path : mbart_wcons
03-11-21 09:30:42 - epoch    32 train | loss 0.1343| prediction accuracy 95.22%| average message length 15.0000 |
03-11-21 09:31:51 - epoch    32 train | loss 0.1128| prediction accuracy 95.97%| average message length 15.0000 |
03-11-21 09:32:59 - epoch    32 train | loss 0.1225| prediction accuracy 96.03%| average message length 15.0000 |
03-11-21 09:34:07 - epoch    32 train | loss 0.1214| prediction accuracy 95.25%| average message length 15.0000 |
03-11-21 09:35:16 - epoch    32 train | loss 0.1272| prediction accuracy 94.88%| average message length 15.0000 |
03-11-21 09:36:24 - epoch    32 train | loss 0.1157| prediction accuracy 95.81%| average message length 15.0000 |
03-11-21 09:37:33 - epoch    32 train | loss 0.1221| prediction accuracy 95.78%| average message length 15.0000 |
03-11-21 09:38:41 - epoch    32 train | loss 0.1189| prediction accuracy 95.97%| average message length 15.0000 |
03-11-21 09:39:50 - epoch    32 train | loss 0.1266| prediction accuracy 95.38%| average message length 15.0000 |
03-11-21 09:40:58 - epoch    32 train | loss 0.1450| prediction accuracy 94.47%| average message length 15.0000 |
03-11-21 09:42:21 - epoch 25500 valid | loss 0.1069| prediction accuracy 96.28%| average message length 15.0000 |
03-11-21 09:42:21 - Saving model to mbart_wcons
Epoch : 32 Prediction Accuracy = 96.27786624203821 Saved to Path : mbart_wcons
03-11-21 09:44:43 - epoch    32 train | loss 0.1187| prediction accuracy 95.97%| average message length 15.0000 |
03-11-21 09:45:58 - epoch    32 train | loss 0.1332| prediction accuracy 95.22%| average message length 15.0000 |
03-11-21 09:47:13 - epoch    32 train | loss 0.1253| prediction accuracy 95.38%| average message length 15.0000 |
03-11-21 09:48:28 - epoch    32 train | loss 0.1250| prediction accuracy 95.31%| average message length 15.0000 |
03-11-21 09:49:42 - epoch    32 train | loss 0.1308| prediction accuracy 95.34%| average message length 15.0000 |
03-11-21 09:50:57 - epoch    33 train | loss 0.1238| prediction accuracy 95.47%| average message length 15.0000 |
03-11-21 09:52:12 - epoch    33 train | loss 0.1165| prediction accuracy 95.47%| average message length 15.0000 |
03-11-21 09:53:27 - epoch    33 train | loss 0.1310| prediction accuracy 95.34%| average message length 15.0000 |
03-11-21 09:54:41 - epoch    33 train | loss 0.1291| prediction accuracy 95.28%| average message length 15.0000 |
03-11-21 09:55:56 - epoch    33 train | loss 0.1075| prediction accuracy 95.91%| average message length 15.0000 |
03-11-21 09:57:27 - epoch 26000 valid | loss 0.1016| prediction accuracy 96.40%| average message length 15.0000 |
03-11-21 09:57:27 - Saving model to mbart_wcons
Epoch : 33 Prediction Accuracy = 96.39729299363057 Saved to Path : mbart_wcons
03-11-21 09:59:47 - epoch    33 train | loss 0.1212| prediction accuracy 95.34%| average message length 15.0000 |
03-11-21 10:01:01 - epoch    33 train | loss 0.1310| prediction accuracy 95.62%| average message length 15.0000 |
03-11-21 10:02:16 - epoch    33 train | loss 0.1255| prediction accuracy 95.53%| average message length 15.0000 |
03-11-21 10:03:31 - epoch    33 train | loss 0.1213| prediction accuracy 95.47%| average message length 15.0000 |
03-11-21 10:04:46 - epoch    33 train | loss 0.1035| prediction accuracy 96.38%| average message length 15.0000 |
03-11-21 10:06:01 - epoch    33 train | loss 0.1257| prediction accuracy 95.09%| average message length 15.0000 |
03-11-21 10:07:15 - epoch    33 train | loss 0.1280| prediction accuracy 95.59%| average message length 15.0000 |
03-11-21 10:08:30 - epoch    33 train | loss 0.1171| prediction accuracy 95.56%| average message length 15.0000 |
03-11-21 10:09:45 - epoch    33 train | loss 0.1199| prediction accuracy 95.88%| average message length 15.0000 |
03-11-21 10:11:00 - epoch    33 train | loss 0.1341| prediction accuracy 95.06%| average message length 15.0000 |
03-11-21 10:12:30 - epoch 26500 valid | loss 0.1107| prediction accuracy 96.08%| average message length 15.0000 |
03-11-21 10:13:45 - epoch    33 train | loss 0.1248| prediction accuracy 95.50%| average message length 15.0000 |
03-11-21 10:15:00 - epoch    34 train | loss 0.1161| prediction accuracy 96.03%| average message length 15.0000 |
03-11-21 10:16:15 - epoch    34 train | loss 0.1081| prediction accuracy 96.06%| average message length 15.0000 |
03-11-21 10:17:29 - epoch    34 train | loss 0.1328| prediction accuracy 94.84%| average message length 15.0000 |
03-11-21 10:18:44 - epoch    34 train | loss 0.1323| prediction accuracy 95.03%| average message length 15.0000 |
03-11-21 10:19:59 - epoch    34 train | loss 0.1180| prediction accuracy 96.09%| average message length 15.0000 |
03-11-21 10:21:14 - epoch    34 train | loss 0.1226| prediction accuracy 95.41%| average message length 15.0000 |
03-11-21 10:22:28 - epoch    34 train | loss 0.1044| prediction accuracy 96.22%| average message length 15.0000 |
03-11-21 10:23:43 - epoch    34 train | loss 0.1349| prediction accuracy 95.28%| average message length 15.0000 |
03-11-21 10:24:58 - epoch    34 train | loss 0.1117| prediction accuracy 96.06%| average message length 15.0000 |
03-11-21 10:26:29 - epoch 27000 valid | loss 0.1040| prediction accuracy 96.27%| average message length 15.0000 |
03-11-21 10:27:43 - epoch    34 train | loss 0.1211| prediction accuracy 95.97%| average message length 15.0000 |
03-11-21 10:28:58 - epoch    34 train | loss 0.1172| prediction accuracy 95.75%| average message length 15.0000 |
03-11-21 10:30:13 - epoch    34 train | loss 0.1083| prediction accuracy 96.06%| average message length 15.0000 |
03-11-21 10:31:28 - epoch    34 train | loss 0.1210| prediction accuracy 95.56%| average message length 15.0000 |
03-11-21 10:32:42 - epoch    34 train | loss 0.1246| prediction accuracy 95.41%| average message length 15.0000 |
03-11-21 10:33:57 - epoch    34 train | loss 0.1111| prediction accuracy 96.28%| average message length 15.0000 |
03-11-21 10:35:12 - epoch    35 train | loss 0.1234| prediction accuracy 95.66%| average message length 15.0000 |
03-11-21 10:36:26 - epoch    35 train | loss 0.1209| prediction accuracy 95.53%| average message length 15.0000 |
03-11-21 10:37:41 - epoch    35 train | loss 0.1208| prediction accuracy 95.50%| average message length 15.0000 |
03-11-21 10:38:56 - epoch    35 train | loss 0.1155| prediction accuracy 96.16%| average message length 15.0000 |
03-11-21 10:40:26 - epoch 27500 valid | loss 0.1132| prediction accuracy 95.85%| average message length 15.0000 |
03-11-21 10:41:41 - epoch    35 train | loss 0.1125| prediction accuracy 95.75%| average message length 15.0000 |
03-11-21 10:42:56 - epoch    35 train | loss 0.1201| prediction accuracy 95.62%| average message length 15.0000 |
03-11-21 10:44:10 - epoch    35 train | loss 0.1102| prediction accuracy 95.62%| average message length 15.0000 |
03-11-21 10:45:25 - epoch    35 train | loss 0.1176| prediction accuracy 95.81%| average message length 15.0000 |
03-11-21 10:46:40 - epoch    35 train | loss 0.1173| prediction accuracy 95.59%| average message length 15.0000 |
03-11-21 10:47:54 - epoch    35 train | loss 0.1171| prediction accuracy 95.50%| average message length 15.0000 |
03-11-21 10:49:09 - epoch    35 train | loss 0.1062| prediction accuracy 96.03%| average message length 15.0000 |
03-11-21 10:50:24 - epoch    35 train | loss 0.1134| prediction accuracy 95.88%| average message length 15.0000 |
03-11-21 10:51:38 - epoch    35 train | loss 0.1129| prediction accuracy 95.88%| average message length 15.0000 |
03-11-21 10:52:53 - epoch    35 train | loss 0.1173| prediction accuracy 95.47%| average message length 15.0000 |
03-11-21 10:54:24 - epoch 28000 valid | loss 0.0983| prediction accuracy 96.52%| average message length 15.0000 |
03-11-21 10:54:24 - Saving model to mbart_wcons
Epoch : 35 Prediction Accuracy = 96.51671974522293 Saved to Path : mbart_wcons
03-11-21 10:56:23 - epoch    35 train | loss 0.1156| prediction accuracy 95.81%| average message length 15.0000 |
03-11-21 10:57:33 - epoch    35 train | loss 0.1141| prediction accuracy 95.62%| average message length 15.0000 |
03-11-21 10:58:43 - epoch    36 train | loss 0.1150| prediction accuracy 95.66%| average message length 15.0000 |
03-11-21 10:59:53 - epoch    36 train | loss 0.1171| prediction accuracy 95.50%| average message length 15.0000 |
03-11-21 11:01:03 - epoch    36 train | loss 0.1205| prediction accuracy 95.97%| average message length 15.0000 |
03-11-21 11:02:13 - epoch    36 train | loss 0.1051| prediction accuracy 96.56%| average message length 15.0000 |
03-11-21 11:03:23 - epoch    36 train | loss 0.1090| prediction accuracy 96.03%| average message length 15.0000 |
03-11-21 11:04:34 - epoch    36 train | loss 0.1026| prediction accuracy 96.44%| average message length 15.0000 |
03-11-21 11:05:44 - epoch    36 train | loss 0.1085| prediction accuracy 96.25%| average message length 15.0000 |
03-11-21 11:06:53 - epoch    36 train | loss 0.1002| prediction accuracy 96.25%| average message length 15.0000 |
03-11-21 11:08:16 - epoch 28500 valid | loss 0.1003| prediction accuracy 96.64%| average message length 15.0000 |
03-11-21 11:08:16 - Saving model to mbart_wcons
Epoch : 36 Prediction Accuracy = 96.63614649681529 Saved to Path : mbart_wcons
03-11-21 11:10:21 - epoch    36 train | loss 0.1083| prediction accuracy 96.28%| average message length 15.0000 |
03-11-21 11:11:36 - epoch    36 train | loss 0.1191| prediction accuracy 95.56%| average message length 15.0000 |
03-11-21 11:12:49 - epoch    36 train | loss 0.1039| prediction accuracy 96.19%| average message length 15.0000 |
03-11-21 11:14:00 - epoch    36 train | loss 0.1177| prediction accuracy 95.78%| average message length 15.0000 |
03-11-21 11:15:10 - epoch    36 train | loss 0.1134| prediction accuracy 95.94%| average message length 15.0000 |
03-11-21 11:16:20 - epoch    36 train | loss 0.1013| prediction accuracy 96.38%| average message length 15.0000 |
03-11-21 11:17:30 - epoch    36 train | loss 0.1029| prediction accuracy 96.34%| average message length 15.0000 |
03-11-21 11:18:40 - epoch    37 train | loss 0.1186| prediction accuracy 95.94%| average message length 15.0000 |
03-11-21 11:19:50 - epoch    37 train | loss 0.1115| prediction accuracy 95.69%| average message length 15.0000 |
03-11-21 11:21:00 - epoch    37 train | loss 0.1151| prediction accuracy 95.78%| average message length 15.0000 |
03-11-21 11:22:23 - epoch 29000 valid | loss 0.0992| prediction accuracy 96.62%| average message length 15.0000 |
03-11-21 11:23:33 - epoch    37 train | loss 0.1097| prediction accuracy 96.06%| average message length 15.0000 |
03-11-21 11:24:43 - epoch    37 train | loss 0.0992| prediction accuracy 96.38%| average message length 15.0000 |
03-11-21 11:25:53 - epoch    37 train | loss 0.1086| prediction accuracy 95.97%| average message length 15.0000 |
03-11-21 11:27:03 - epoch    37 train | loss 0.1185| prediction accuracy 95.69%| average message length 15.0000 |
03-11-21 11:28:13 - epoch    37 train | loss 0.1037| prediction accuracy 96.19%| average message length 15.0000 |
03-11-21 11:29:23 - epoch    37 train | loss 0.1131| prediction accuracy 95.69%| average message length 15.0000 |
03-11-21 11:30:33 - epoch    37 train | loss 0.1310| prediction accuracy 95.00%| average message length 15.0000 |
03-11-21 11:31:44 - epoch    37 train | loss 0.1161| prediction accuracy 95.75%| average message length 15.0000 |
03-11-21 11:32:54 - epoch    37 train | loss 0.1134| prediction accuracy 95.62%| average message length 15.0000 |
03-11-21 11:34:04 - epoch    37 train | loss 0.1063| prediction accuracy 96.25%| average message length 15.0000 |
03-11-21 11:35:26 - epoch 29500 valid | loss 0.0969| prediction accuracy 96.48%| average message length 15.0000 |
03-11-21 11:36:36 - epoch    37 train | loss 0.0988| prediction accuracy 96.16%| average message length 15.0000 |
03-11-21 11:37:47 - epoch    37 train | loss 0.1139| prediction accuracy 95.97%| average message length 15.0000 |
03-11-21 11:38:57 - epoch    37 train | loss 0.1171| prediction accuracy 95.59%| average message length 15.0000 |
03-11-21 11:40:07 - epoch    38 train | loss 0.1140| prediction accuracy 95.66%| average message length 15.0000 |
03-11-21 11:41:17 - epoch    38 train | loss 0.1063| prediction accuracy 96.34%| average message length 15.0000 |
03-11-21 11:42:27 - epoch    38 train | loss 0.1142| prediction accuracy 95.78%| average message length 15.0000 |
03-11-21 11:43:37 - epoch    38 train | loss 0.1080| prediction accuracy 96.06%| average message length 15.0000 |
03-11-21 11:44:47 - epoch    38 train | loss 0.1102| prediction accuracy 95.97%| average message length 15.0000 |
03-11-21 11:45:57 - epoch    38 train | loss 0.1104| prediction accuracy 96.06%| average message length 15.0000 |
03-11-21 11:47:08 - Evaluate the following checkpoint: mbart_wcons/model.pt
